"Index_Product","sku","national_inv","lead_time","in_transit_qty","forecast_3_month","forecast_6_month","forecast_9_month","sales_1_month","sales_3_month","sales_6_month","sales_9_month","min_bank","potential_issue","pieces_past_due","perf_6_month_avg","perf_12_month_avg","local_bo_qty","deck_risk","oe_constraint","ppap_risk","stop_auto_buy","rev_stop","went_on_backorder"
"6985","3488437","23.0","2.0","0.0","20.0","40.0","80.0","2.0","8.0","20.0","26.0","0.0","No","0.0","0.9","0.93","0.0","No","No","No","Yes","No","No"
"6986","3488578","10.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","No","0.0","0.89","0.9","0.0","No","No","No","Yes","No","No"
"6987","3488724","199.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.94","0.94","0.0","No","No","Yes","Yes","No","No"
"6988","3488770","1.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.99","0.99","0.0","No","No","No","Yes","No","No"
"6989","3488771","56.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.83","0.92","0.0","Yes","No","No","Yes","No","No"
"6990","3488772","1.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.57","0.68","0.0","No","No","No","Yes","No","No"
"6991","3488817","4.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.73","0.7","0.0","Yes","No","No","Yes","No","No"
"6992","3488818","9.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.33","0.24","0.0","Yes","No","No","Yes","No","No"
"6993","3488819","14.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.33","0.24","0.0","Yes","No","No","Yes","No","No"
"6994","3489108","67.0","NULL","0.0","0.0","0.0","0.0","9.0","9.0","9.0","9.0","3.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"6995","3489113","58.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","No","No","No"
"6996","3489268","3.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","Yes","Yes","No","No"
"6997","3489299","22.0","8.0","60.0","19.0","40.0","40.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.67","0.81","0.0","No","No","No","Yes","No","No"
"6998","3489334","5.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","1.0","2.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"6999","3489347","0.0","8.0","10.0","0.0","0.0","0.0","0.0","1.0","6.0","9.0","0.0","No","0.0","0.0","0.0","0.0","No","No","No","Yes","No","No"
"7000","3489348","0.0","8.0","0.0","2.0","2.0","2.0","0.0","0.0","1.0","1.0","0.0","No","0.0","0.0","0.0","0.0","No","No","No","Yes","No","No"
"7001","3489536","35.0","2.0","26.0","12.0","36.0","48.0","10.0","44.0","72.0","98.0","21.0","No","0.0","1.0","0.95","0.0","No","No","No","Yes","No","No"
"7002","3489585","3.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","No","0.0","0.99","0.99","0.0","No","No","No","Yes","No","No"
"7003","3489586","95.0","2.0","99.0","150.0","300.0","420.0","23.0","32.0","32.0","34.0","38.0","No","0.0","0.41","0.69","0.0","No","No","No","Yes","No","No"
"7004","3489588","11.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.99","0.96","0.0","No","No","No","Yes","No","No"
"7005","3489727","3.0","2.0","0.0","0.0","0.0","4.0","0.0","1.0","1.0","2.0","1.0","No","0.0","0.99","0.97","0.0","No","No","No","Yes","No","No"
"7006","3489756","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"7007","3489870","9.0","9.0","4.0","0.0","0.0","2.0","0.0","4.0","6.0","11.0","0.0","No","0.0","0.85","0.82","0.0","No","No","Yes","Yes","No","No"
"7008","3490012","8.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","3.0","6.0","1.0","No","0.0","-99.0","-99.0","0.0","No","No","No","No","No","No"
"7009","3490013","26.0","12.0","0.0","25.0","39.0","51.0","4.0","18.0","36.0","70.0","25.0","No","0.0","0.77","0.75","0.0","No","No","No","Yes","No","No"
"7010","3490014","18.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"7011","3490196","27.0","8.0","0.0","0.0","0.0","0.0","1.0","3.0","9.0","14.0","2.0","No","0.0","0.91","0.95","0.0","Yes","No","No","Yes","No","No"
"7012","3490197","27585.0","8.0","1368.0","59136.0","102912.0","141824.0","8840.0","19170.0","34067.0","54419.0","5810.0","No","0.0","0.77","0.89","0.0","No","No","No","Yes","No","No"
"7013","3490244","14.0","16.0","0.0","46.0","46.0","46.0","0.0","0.0","14.0","54.0","0.0","No","0.0","0.15","0.29","0.0","No","No","No","Yes","No","No"
"7014","3490433","26.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","0.0","No","0.0","1.0","0.99","0.0","Yes","No","No","Yes","No","No"
"7015","3490530","2.0","2.0","0.0","1.0","2.0","4.0","0.0","2.0","4.0","4.0","0.0","No","0.0","0.83","0.85","0.0","No","No","No","Yes","No","No"
"7016","3490626","28.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","No","0.0","1.0","0.98","0.0","No","No","No","Yes","No","No"
"7017","3490627","103.0","11.0","37.0","190.0","392.0","526.0","29.0","106.0","281.0","553.0","104.0","No","0.0","0.85","0.8","0.0","No","No","No","Yes","No","No"
"7018","3490674","11.0","2.0","1.0","5.0","5.0","5.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.9","0.95","0.0","Yes","No","No","Yes","No","No"
"7019","3490778","15.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","No","No","No"
"7020","3490820","50.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.48","0.48","0.0","Yes","No","No","Yes","No","No"
"7021","3490821","614.0","4.0","272.0","315.0","700.0","945.0","103.0","480.0","987.0","1401.0","120.0","No","0.0","0.73","0.78","0.0","No","No","No","Yes","No","No"
"7022","3491008","1990.0","9.0","90.0","770.0","1540.0","2310.0","308.0","641.0","891.0","1117.0","185.0","No","0.0","0.94","0.83","0.0","Yes","No","No","No","No","No"
"7023","3491053","1.0","8.0","4.0","18.0","18.0","18.0","0.0","1.0","4.0","7.0","0.0","No","0.0","0.71","0.51","0.0","No","No","Yes","Yes","No","No"
"7024","3491099","2.0","8.0","0.0","2.0","4.0","6.0","0.0","2.0","3.0","5.0","0.0","No","0.0","0.98","0.97","0.0","No","No","No","Yes","No","No"
"7025","3491144","493.0","8.0","99.0","432.0","624.0","1008.0","132.0","431.0","835.0","1383.0","223.0","No","0.0","0.98","0.99","0.0","No","No","No","Yes","No","No"
"7026","3491155","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"7027","3491191","4.0","8.0","0.0","4.0","8.0","12.0","1.0","4.0","10.0","14.0","0.0","No","0.0","0.77","0.73","0.0","No","No","No","Yes","No","No"
"7028","3491192","155.0","8.0","0.0","0.0","0.0","0.0","0.0","3.0","10.0","14.0","1.0","No","0.0","0.77","0.73","0.0","No","No","No","Yes","No","No"
"7029","3491233","2.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"7030","3491334","1.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.54","0.48","0.0","No","No","No","Yes","No","No"
"7031","3491482","0.0","9.0","0.0","5.0","5.0","5.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.7","0.66","0.0","No","No","No","Yes","No","No"
"7032","3491483","84.0","8.0","0.0","0.0","0.0","0.0","0.0","2.0","4.0","6.0","0.0","No","0.0","0.87","0.92","0.0","No","No","No","Yes","No","No"
"7033","3491725","5.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.54","0.56","0.0","Yes","No","Yes","Yes","No","No"
"7034","3491726","84.0","2.0","0.0","45.0","135.0","180.0","17.0","52.0","284.0","285.0","18.0","No","0.0","0.84","0.55","0.0","Yes","No","No","Yes","No","No"
"7035","3491823","25103.0","4.0","0.0","0.0","0.0","0.0","0.0","50.0","160.0","243.0","0.0","No","0.0","0.73","0.78","0.0","No","No","No","Yes","No","No"
"7036","3491824","12.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.98","0.99","0.0","No","No","No","Yes","No","No"
"7037","3491825","3.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.73","0.78","0.0","No","No","No","Yes","No","No"
"7038","3491918","15755.0","2.0","0.0","0.0","0.0","0.0","0.0","9.0","36.0","43.0","37.0","No","0.0","0.98","0.91","0.0","No","No","No","Yes","No","No"
"7039","3491950","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"7040","3491969","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"7041","3492058","147.0","52.0","0.0","0.0","0.0","0.0","1.0","2.0","4.0","5.0","0.0","No","0.0","0.82","0.88","0.0","Yes","No","Yes","No","No","No"
"7042","3492105","8.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.82","0.81","0.0","No","No","No","Yes","No","No"
"7043","3492128","23.0","NULL","0.0","0.0","0.0","0.0","2.0","2.0","5.0","10.0","2.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","Yes","No","No"
"7044","3492154","54.0","2.0","17.0","40.0","100.0","160.0","18.0","70.0","137.0","207.0","21.0","No","0.0","0.9","0.91","0.0","No","No","No","Yes","No","No"
"7045","3492155","521.0","8.0","0.0","264.0","792.0","1212.0","143.0","920.0","1933.0","3713.0","156.0","No","0.0","0.98","0.96","0.0","No","No","No","Yes","No","No"
"7046","3492201","237.0","2.0","121.0","556.0","1037.0","1514.0","153.0","598.0","1006.0","1448.0","114.0","No","0.0","0.83","0.69","0.0","No","No","No","Yes","No","No"
"7047","3492392","11.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.96","0.96","0.0","No","No","No","Yes","No","No"
"7048","3492490","4.0","9.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","No","0.0","0.7","0.66","0.0","No","No","No","Yes","No","No"
"7049","3492584","2.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.93","0.87","0.0","Yes","No","Yes","Yes","No","No"
"7050","3492630","0.0","8.0","1.0","0.0","0.0","0.0","1.0","244.0","289.0","345.0","6.0","No","0.0","0.98","0.97","0.0","Yes","No","Yes","Yes","No","No"
"7051","3492679","10.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","No","0.0","0.8","0.64","0.0","Yes","No","No","Yes","No","No"
"7052","3492680","10.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","2.0","2.0","0.0","No","0.0","0.8","0.64","0.0","Yes","No","No","Yes","No","No"
"7053","3492723","29.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"7054","3492871","980.0","14.0","0.0","0.0","0.0","0.0","0.0","10.0","40.0","100.0","0.0","No","0.0","0.0","0.01","0.0","No","No","No","Yes","No","No"
"7055","3492963","396.0","2.0","103.0","539.0","1019.0","1575.0","148.0","539.0","1019.0","1488.0","301.0","No","0.0","0.95","0.97","2.0","No","No","No","Yes","No","No"
"7056","3493012","9.0","8.0","0.0","0.0","0.0","1.0","0.0","0.0","5.0","5.0","2.0","No","0.0","0.99","0.97","0.0","No","No","No","Yes","No","No"
"7057","3493013","253.0","8.0","0.0","0.0","0.0","0.0","5.0","15.0","29.0","64.0","11.0","No","0.0","0.5","0.5","0.0","No","No","Yes","Yes","No","No"
"7058","3493058","120.0","8.0","0.0","126.0","126.0","189.0","17.0","64.0","150.0","217.0","39.0","No","0.0","0.96","0.9","0.0","No","No","No","Yes","No","No"
"7059","3493148","620.0","12.0","0.0","0.0","0.0","0.0","17.0","102.0","161.0","290.0","0.0","No","0.0","0.94","0.87","0.0","No","No","No","Yes","No","No"
"7060","3493149","27.0","2.0","3.0","180.0","390.0","582.0","69.0","190.0","357.0","475.0","7.0","No","0.0","0.98","0.97","0.0","No","No","Yes","Yes","No","No"
"7061","3493150","10.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.83","0.69","0.0","No","No","No","Yes","No","No"
"7062","3493195","59.0","9.0","11.0","20.0","60.0","80.0","10.0","38.0","71.0","106.0","24.0","No","0.0","0.99","0.99","0.0","No","No","No","Yes","No","No"
"7063","3493340","0.0","12.0","0.0","5.0","5.0","5.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.57","0.68","0.0","No","No","No","Yes","No","No"
"7064","3493489","3.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.7","0.66","0.0","No","No","Yes","Yes","No","No"
"7065","3493528","12.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","Yes","No","No"
"7066","3493588","18.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.18","0.33","0.0","Yes","No","No","Yes","No","No"
"7067","3493829","137.0","8.0","1.0","0.0","0.0","0.0","0.0","3.0","24.0","46.0","39.0","No","0.0","0.78","0.8","0.0","No","No","No","Yes","No","No"
"7068","3493830","88.0","8.0","3.0","112.0","112.0","224.0","23.0","75.0","158.0","266.0","36.0","No","0.0","0.95","0.94","0.0","No","No","Yes","Yes","No","No"
"7069","3494015","8.0","8.0","1.0","0.0","0.0","0.0","1.0","3.0","6.0","9.0","0.0","No","0.0","0.97","0.97","0.0","No","No","No","Yes","No","No"
"7070","3494063","23.0","8.0","0.0","0.0","8.0","20.0","1.0","5.0","23.0","36.0","0.0","No","0.0","0.97","0.96","0.0","No","No","Yes","Yes","No","No"
"7071","3494064","33.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.91","0.81","0.0","Yes","No","Yes","Yes","No","No"
"7072","3494158","33.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.88","0.91","0.0","No","No","No","Yes","No","No"
"7073","3494302","4.0","2.0","0.0","0.0","0.0","0.0","1.0","3.0","4.0","8.0","2.0","No","0.0","0.99","0.99","0.0","Yes","No","No","Yes","No","No"
"7074","3494305","5.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"7075","3494399","1515.0","NULL","2.0","0.0","0.0","0.0","18.0","38.0","90.0","119.0","15.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","Yes","No","No"
"7076","3494494","4.0","2.0","25.0","0.0","0.0","0.0","11.0","14.0","14.0","14.0","0.0","No","0.0","0.78","0.84","0.0","Yes","No","No","Yes","No","No"
"7077","3494495","12.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.9","0.9","0.0","Yes","No","No","Yes","No","No"
"7078","3494496","46.0","2.0","7.0","90.0","90.0","90.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.48","0.57","0.0","Yes","No","No","Yes","No","No"
"7079","3494735","181.0","8.0","179.0","40.0","160.0","280.0","49.0","153.0","309.0","469.0","86.0","No","0.0","0.96","0.9","0.0","No","No","No","Yes","No","No"
"7080","3494736","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","Yes","Yes","No","No"
"7081","3494764","168.0","NULL","0.0","0.0","65.0","106.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"7082","3494783","4515.0","8.0","20.0","7200.0","10800.0","16200.0","1738.0","5226.0","9235.0","14336.0","1088.0","No","0.0","0.96","0.95","0.0","No","No","No","Yes","No","No"
"7083","3494784","41.0","NULL","0.0","0.0","0.0","0.0","0.0","1.0","3.0","7.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"7084","3494831","10.0","9.0","0.0","0.0","0.0","0.0","0.0","1.0","2.0","2.0","0.0","No","0.0","0.94","0.83","0.0","Yes","No","No","Yes","No","No"
"7085","3494878","1126.0","12.0","0.0","0.0","0.0","0.0","1.0","2.0","10.0","17.0","0.0","No","0.0","0.73","0.79","0.0","No","No","No","Yes","No","No"
"7086","3494880","17.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","Yes","No","No"
"7087","3495017","101.0","8.0","21.0","85.0","169.0","274.0","38.0","127.0","210.0","276.0","21.0","No","0.0","0.78","0.75","0.0","No","No","Yes","Yes","No","No"
"7088","3495160","61.0","8.0","12.0","50.0","125.0","185.0","19.0","49.0","159.0","229.0","44.0","No","0.0","0.88","0.91","0.0","No","No","No","Yes","No","No"
"7089","3495355","8.0","NULL","0.0","0.0","0.0","0.0","3.0","10.0","13.0","21.0","2.0","No","0.0","-99.0","-99.0","0.0","No","No","No","No","No","No"
"7090","3495402","302.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.63","0.57","0.0","No","No","No","Yes","No","No"
"7091","3495447","2.0","8.0","0.0","0.0","0.0","8.0","0.0","0.0","1.0","1.0","0.0","No","0.0","0.98","0.99","0.0","No","No","No","Yes","No","No"
"7092","3495449","10.0","8.0","0.0","0.0","0.0","0.0","2.0","3.0","4.0","8.0","0.0","No","0.0","0.83","0.85","0.0","No","No","No","Yes","No","No"
"7093","3495496","2.0","4.0","0.0","7.0","7.0","7.0","0.0","4.0","10.0","12.0","0.0","No","0.0","0.79","0.66","0.0","No","No","No","Yes","No","No"
"7094","3495530","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.22","0.15","0.0","No","No","No","Yes","No","No"
"7095","3495544","9.0","NULL","0.0","0.0","0.0","0.0","5.0","6.0","15.0","27.0","3.0","No","0.0","-99.0","-99.0","0.0","No","No","Yes","No","No","No"
"7096","3495547","189.0","NULL","0.0","3.0","191.0","223.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"7097","3495591","24.0","12.0","0.0","0.0","0.0","0.0","0.0","1.0","3.0","12.0","1.0","No","0.0","1.0","0.7","0.0","No","No","No","Yes","No","No"
"7098","3495640","6.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","No","0.0","0.77","0.73","0.0","No","No","No","Yes","No","No"
"7099","3495641","1.0","12.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","2.0","3.0","No","0.0","0.77","0.73","0.0","No","No","No","Yes","No","No"
"7100","3495692","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.73","0.78","0.0","No","No","No","Yes","No","No"
"7101","3495748","0.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"7102","3495786","5.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","No","0.0","0.61","0.69","0.0","No","No","No","Yes","No","No"
"7103","3495835","117.0","12.0","0.0","40.0","120.0","240.0","24.0","89.0","186.0","285.0","49.0","No","0.0","0.25","0.29","0.0","No","No","No","Yes","No","No"
"7104","3495889","1.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"7105","3495926","6.0","8.0","0.0","24.0","24.0","48.0","4.0","10.0","21.0","35.0","7.0","No","0.0","0.33","0.32","0.0","No","No","No","Yes","No","No"
"7106","3495981","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"7107","3496020","-1.0","NULL","0.0","0.0","0.0","0.0","7.0","13.0","37.0","65.0","2.0","No","0.0","-99.0","-99.0","0.0","No","No","Yes","No","No","No"
"7108","3496096","14.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"7109","3496116","4.0","8.0","0.0","251.0","373.0","500.0","65.0","133.0","320.0","388.0","66.0","No","0.0","0.87","0.91","0.0","No","No","No","Yes","No","No"
"7110","3496118","4.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","6.0","1.0","No","0.0","0.87","0.71","0.0","Yes","No","No","Yes","No","No"
"7111","3496502","0.0","2.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.4","0.42","0.0","Yes","No","No","Yes","No","No"
"7112","3496503","31.0","2.0","0.0","0.0","0.0","20.0","0.0","1.0","2.0","2.0","1.0","No","0.0","0.79","0.86","0.0","No","No","No","Yes","No","No"
"7113","3496596","23.0","4.0","0.0","0.0","0.0","0.0","0.0","3.0","3.0","5.0","0.0","No","0.0","0.73","0.78","0.0","No","No","No","Yes","No","No"
"7114","3496643","11.0","2.0","4.0","0.0","3.0","3.0","0.0","4.0","7.0","10.0","1.0","No","0.0","0.87","0.92","0.0","No","No","No","Yes","No","No"
"7115","3496707","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"7116","3496830","29.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","No","0.0","0.73","0.78","0.0","No","No","Yes","Yes","No","No"
"7117","3496876","4202.0","2.0","3065.0","4680.0","8820.0","12060.0","1344.0","4255.0","8429.0","12398.0","1201.0","No","0.0","1.0","1.0","0.0","No","No","No","Yes","No","No"
"7118","3496972","13.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"7119","3497014","19.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.5","0.46","0.0","Yes","No","No","Yes","No","No"
"7120","3497019","230.0","3.0","0.0","0.0","77.0","207.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"7121","3497303","4.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.21","0.34","0.0","No","No","No","Yes","No","No"
"7122","3497304","0.0","8.0","0.0","4.0","4.0","4.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.37","0.34","0.0","No","No","No","Yes","No","No"
"7123","3497305","5.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","3.0","1.0","No","0.0","1.0","1.0","0.0","Yes","No","No","Yes","No","No"
"7124","3497351","9.0","2.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","3.0","0.0","No","0.0","1.0","1.0","0.0","No","No","No","Yes","No","No"
"7125","3497415","1.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.7","0.66","0.0","No","No","No","Yes","No","No"
"7126","3497493","0.0","2.0","0.0","7.0","7.0","7.0","0.0","2.0","2.0","2.0","0.0","No","0.0","0.66","0.64","2.0","No","No","No","Yes","No","No"
"7127","3497778","347.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","250.0","0.0","No","0.0","0.69","0.72","0.0","No","No","No","Yes","No","No"
"7128","3497917","1079.0","12.0","4.0","0.0","0.0","0.0","10.0","57.0","149.0","249.0","23.0","No","0.0","0.93","0.74","0.0","No","No","No","Yes","No","No"
"7129","3498058","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.15","0.1","0.0","No","No","No","Yes","No","No"
"7130","3498301","25.0","4.0","12.0","9.0","24.0","30.0","2.0","18.0","37.0","53.0","2.0","No","0.0","0.73","0.78","0.0","No","No","No","Yes","No","No"
"7131","3498304","12.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.73","0.78","0.0","No","No","No","Yes","No","No"
"7132","3498348","2.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.73","0.79","0.0","Yes","No","No","Yes","No","No"
"7133","3498393","269.0","4.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0","No","0.0","0.73","0.78","0.0","No","No","No","Yes","No","No"
"7134","3498442","3.0","2.0","0.0","3.0","4.0","4.0","1.0","1.0","1.0","1.0","0.0","No","0.0","0.15","0.1","0.0","Yes","No","No","Yes","No","No"
"7135","3498443","10.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.82","0.84","0.0","No","No","No","Yes","No","No"
"7136","3498488","3088.0","8.0","0.0","0.0","0.0","0.0","2.0","6.0","17.0","22.0","3.0","No","0.0","0.95","0.97","0.0","No","No","No","Yes","No","No"
"7137","3498536","184.0","2.0","5.0","0.0","33.0","99.0","23.0","58.0","141.0","202.0","50.0","No","0.0","0.94","0.95","0.0","No","No","No","Yes","No","No"
"7138","3498648","1887.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.74","0.69","0.0","No","No","No","Yes","No","No"
"7139","3498714","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","Yes","Yes","No","No"
"7140","3498770","2.0","12.0","6.0","0.0","4.0","8.0","1.0","9.0","11.0","20.0","3.0","No","0.0","0.73","0.79","0.0","No","No","No","Yes","No","No"
"7141","3498863","6.0","52.0","0.0","0.0","0.0","0.0","2.0","10.0","21.0","35.0","0.0","No","0.0","0.77","0.73","0.0","Yes","No","No","Yes","No","No"
"7142","3498911","1.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.82","0.84","0.0","No","No","No","Yes","No","No"
"7143","3498969","93.0","NULL","0.0","0.0","0.0","0.0","1.0","2.0","9.0","17.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
