Unnamed: 0,sku,national_inv,lead_time,in_transit_qty,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
1808,3443578,1,8,0,1,1,3,0,No,0,0.83,0.83,0,No,No,No,Yes,No,Yes
1809,3443635,0,8,0,4,10,11,0,No,0,0.86,0.91,0,No,No,No,Yes,No,Yes
1810,3443787,14,8,0,15,25,37,7,No,0,0.36,0.48,0,No,No,No,Yes,No,Yes
1811,3443934,1,2,0,9,17,28,0,No,0,0.66,0.67,0,No,No,No,Yes,No,Yes
1812,3443965,0,8,0,0,0,0,0,No,0,0.87,0.8,0,No,No,Yes,No,Yes,Yes
1813,3443980,13,9,1,19,35,55,1,No,0,0.7,0.66,0,No,No,No,Yes,No,Yes
1814,3443998,9,8,0,17,31,46,0,No,0,0.82,0.84,0,No,No,No,Yes,No,Yes
1815,3444075,0,8,0,12,18,23,0,No,0,0.82,0.81,0,No,No,No,Yes,No,Yes
1816,3444111,2,8,0,14,25,33,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1817,3444172,21,8,0,203,371,550,33,No,0,-99,-99,0,No,No,No,Yes,No,Yes
1818,3444209,0,2,0,2,2,3,0,No,0,0.97,0.93,0,No,No,No,Yes,No,Yes
1819,3444306,6,3,0,35,65,77,0,No,0,0.61,0.69,0,Yes,No,No,Yes,No,Yes
1820,3444461,5,2,0,3,3,3,0,No,0,0.8,0.78,0,No,No,No,Yes,No,Yes
1821,3444485,4,8,0,9,13,20,2,No,0,0.84,0.86,0,No,No,No,Yes,No,Yes
1822,3444568,13,3,0,20,22,23,3,No,0,0.41,0.46,0,Yes,No,No,Yes,No,Yes
1823,3444725,266,4,128,8701,16459,25393,2011,No,0,0.97,0.98,47,No,No,No,Yes,No,Yes
1824,3444733,91,8,150,220,331,506,69,No,0,0.9,0.95,59,No,No,No,Yes,No,Yes
1825,3444892,0,8,0,0,0,0,0,No,0,0.75,0.76,0,No,No,Yes,Yes,No,Yes
1826,3445122,0,8,0,2,2,2,1,No,0,0.37,0.34,0,No,No,No,Yes,No,Yes
1827,3445224,16,4,0,21,38,57,0,No,0,0.7,0.66,0,No,No,No,Yes,No,Yes
1828,3445292,12,4,0,8,9,12,2,No,0,0.23,0.19,0,No,No,No,Yes,No,Yes
1829,3445338,9,8,0,9,21,33,1,No,0,0.97,0.92,0,No,No,No,Yes,No,Yes
1830,3445466,0,12,0,13,24,31,0,No,0,0.77,0.73,0,No,No,No,Yes,No,Yes
1831,3445475,1,8,0,1,2,2,0,No,0,0.82,0.81,0,No,No,No,Yes,No,Yes
1832,3445597,6,12,0,28,73,108,0,No,0,0.7,0.76,0,No,No,No,Yes,No,Yes
1833,3445704,7,3,0,0,0,0,3,No,0,0.87,0.79,0,No,No,No,Yes,No,Yes
1834,3445936,0,8,0,0,0,0,0,No,0,0.78,0.83,0,No,No,No,Yes,No,Yes
1835,3446068,6,8,0,14,47,68,0,No,0,0.89,0.82,0,No,No,No,Yes,No,Yes
1836,3446089,0,2,0,6,9,10,0,No,0,0.82,0.84,0,No,No,No,Yes,No,Yes
1837,3446091,3,9,0,21,39,66,0,No,0,1,0.99,0,No,No,No,Yes,No,Yes
1838,3446236,-13,8,0,44,67,88,3,No,0,0,0,13,No,No,No,Yes,No,Yes
1839,3446279,13,8,0,3,12,16,1,No,0,1,0.99,0,No,No,No,Yes,No,Yes
1840,3446381,0,2,1,7,7,7,0,No,0,0.97,0.93,0,No,No,No,Yes,No,Yes
1841,3446417,3,8,0,7,7,10,3,No,0,0.48,0.52,0,No,No,No,Yes,No,Yes
1842,3446628,0,2,0,0,0,0,2,No,0,0.64,0.62,0,Yes,No,No,Yes,No,Yes
1843,3446775,144,8,43,210,404,571,100,No,0,0.99,0.94,0,No,No,No,Yes,No,Yes
1844,3446873,4,12,0,8,19,23,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1845,3446924,3,8,0,11,17,24,1,No,0,0.75,0.63,0,No,No,No,Yes,No,Yes
1846,3447076,2,4,0,5,7,12,0,No,0,0.7,0.66,0,No,No,No,Yes,No,Yes
1847,3447209,1,8,0,17,30,47,1,No,0,0.78,0.86,0,No,No,No,Yes,No,Yes
1848,3447257,0,8,0,0,0,2,0,No,0,0.37,0.34,0,No,No,No,Yes,No,Yes
1849,3447274,0,2,0,5,8,9,3,No,0,0.68,0.68,0,Yes,No,No,Yes,No,Yes
1850,3447277,5,2,0,15,15,15,8,No,0,0.73,0.7,0,No,No,No,Yes,No,Yes
1851,3447297,0,2,0,0,0,0,8,No,0,0.88,0.94,0,No,No,No,Yes,No,Yes
1852,3447404,6,8,0,26,53,79,6,No,0,-99,-99,0,No,No,No,Yes,No,Yes
1853,3447545,21,8,0,25,42,69,1,No,0,0.66,0.81,0,No,No,No,Yes,No,Yes
1854,3447588,0,2,0,0,0,0,0,No,0,0.75,0.5,0,Yes,No,No,Yes,No,Yes
1855,3447591,7,9,0,3,3,4,0,No,0,0.85,0.82,0,No,No,No,Yes,No,Yes
1856,3447592,5,2,0,34,40,41,0,No,0,0.95,0.91,0,Yes,No,No,Yes,No,Yes
1857,3447818,6,8,0,16,36,44,0,No,0,0.79,0.87,0,No,No,No,Yes,No,Yes
1858,3447824,-1,8,0,16,30,41,2,No,0,0.98,0.99,1,No,No,No,Yes,No,Yes
1859,3447841,1,8,0,5,9,12,1,No,0,0.18,0.33,0,No,No,No,Yes,No,Yes
1860,3447855,141,2,21,406,616,861,103,No,0,0.98,0.92,0,No,No,No,Yes,No,Yes
1861,3447903,8,2,1,32,49,63,0,No,0,0.73,0.76,0,No,No,No,Yes,No,Yes
1862,3447928,21,8,6,387,681,934,93,No,0,0.66,0.66,0,No,No,No,Yes,No,Yes
1863,3447944,0,4,0,20,38,62,0,No,0,0.79,0.87,0,No,No,Yes,Yes,No,Yes
1864,3447972,4,8,0,1,1,1,0,No,0,0.99,0.96,0,No,No,No,Yes,No,Yes
1865,3448010,367,4,88,1672,2922,3898,287,No,0,0.88,0.91,0,No,No,No,Yes,No,Yes
1866,3448061,11,16,4,62,110,120,0,No,0,0.96,0.96,0,No,No,No,Yes,No,Yes
1867,3448073,2,0,0,2,4,4,1,No,0,0,0,0,No,No,No,Yes,No,Yes
1868,3448090,0,12,0,4,4,4,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1869,3448096,1,12,0,51,286,290,5,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1870,3448188,44,2,0,7,7,7,0,No,0,0.14,0.28,0,Yes,No,No,Yes,No,Yes
1871,3448196,9,9,0,9,20,22,0,No,0,0.58,0.45,0,Yes,No,No,Yes,No,Yes
1872,3448236,2,4,0,3,3,6,0,No,0,0.79,0.66,0,Yes,No,Yes,Yes,No,Yes
1873,3448319,-8,0,0,111,264,373,41,No,0,0,0,9,No,No,No,No,No,Yes
1874,3448543,3,2,0,9,10,14,0,No,0,0.94,0.96,0,No,No,Yes,Yes,No,Yes
1875,3448693,-3,12,10,43,90,94,4,No,0,0.77,0.73,13,No,No,No,Yes,No,Yes
1876,3448818,0,8,0,19,27,42,3,No,0,0.73,0.76,0,No,No,Yes,Yes,No,Yes
1877,3448826,8,8,0,11,33,41,0,No,0,0.57,0.42,0,No,No,Yes,Yes,No,Yes
1878,3448982,0,2,0,12,21,28,2,No,0,0.99,0.96,0,No,No,Yes,Yes,No,Yes
1879,3449121,0,9,2,2,5,8,1,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1880,3449196,0,,0,1,1,1,0,No,0,-99,-99,0,No,No,Yes,Yes,No,Yes
1881,3449363,0,12,0,1,1,1,0,No,0,0,0.01,0,No,No,No,Yes,No,Yes
1882,3449455,6,8,0,25,39,54,3,No,0,0.04,0.06,0,No,No,Yes,Yes,No,Yes
1883,3449481,0,8,0,6,6,6,0,No,0,0.96,0.92,5,Yes,No,Yes,Yes,No,Yes
1884,3449504,1,,0,1,2,3,0,No,0,-99,-99,0,Yes,No,No,No,No,Yes
1885,3449514,50,8,4,347,789,1259,142,No,0,0,0,8,No,No,No,Yes,No,Yes
1886,3449593,-1,8,0,7,12,20,0,No,0,0.52,0.67,1,No,No,No,Yes,No,Yes
1887,3449684,-3,9,0,8,36,45,1,No,0,0.7,0.66,3,No,No,No,Yes,No,Yes
1888,3449827,3,8,0,11,25,45,0,No,0,0.82,0.81,0,No,No,No,Yes,No,Yes
1889,3449949,6,12,0,14,27,47,1,No,0,0.69,0.72,0,No,No,No,Yes,No,Yes
1890,3449957,2,2,0,4,4,4,0,No,0,0.99,0.99,0,Yes,No,No,Yes,No,Yes
1891,3449958,1,2,0,10,19,20,0,No,0,0.99,0.99,0,Yes,No,No,Yes,No,Yes
1892,3449967,18,2,0,13,18,21,0,No,0,0.21,0.34,0,No,No,No,Yes,No,Yes
1893,3450009,-8,,0,52,116,156,24,No,0,-99,-99,0,No,No,Yes,No,No,Yes
1894,3450024,0,12,0,2,10,13,0,No,0,0.84,0.82,0,No,No,No,Yes,No,Yes
1895,3450163,6,2,0,16,16,18,0,No,0,0.96,0.96,0,Yes,No,No,Yes,No,Yes
1896,3450232,-336,16,4,1894,2989,3708,95,No,0,0.15,0.29,412,No,No,No,Yes,No,Yes
1897,3450359,0,8,0,9,17,25,0,No,0,1,1,0,No,No,No,Yes,No,Yes
1898,3450393,5,8,0,29,52,75,0,No,0,0.95,0.95,0,No,No,No,Yes,No,Yes
1899,3450724,7,9,0,12,22,43,0,No,0,0.54,0.48,0,No,No,No,Yes,No,Yes
1900,3450866,10,2,0,50,64,86,5,No,0,0.22,0.31,0,Yes,No,No,Yes,No,Yes
1901,3450893,0,8,0,8,10,15,1,No,0,-99,-99,0,No,No,No,Yes,No,Yes
1902,3451063,10,2,10,31,60,99,0,No,0,0.97,0.97,0,No,No,No,Yes,No,Yes
1903,3451416,2,8,0,2,5,11,10,No,0,0.76,0.88,0,No,No,No,Yes,No,Yes
1904,3451427,9,52,0,137,298,464,92,No,0,-99,1,1,Yes,No,Yes,No,No,Yes
1905,3451448,4,8,0,5,13,18,0,No,0,0.97,0.96,0,No,No,No,Yes,No,Yes
1906,3451464,2,8,0,3,4,4,0,No,0,0.74,0.73,0,No,No,No,Yes,No,Yes
1907,3451478,0,52,0,2,2,4,9,No,0,-99,0,1,Yes,No,No,No,No,Yes
1908,3451509,8,8,0,34,65,101,14,No,0,0.53,0.54,0,No,No,Yes,Yes,No,Yes
1909,3451734,13,12,0,16,20,28,0,No,0,0.96,0.97,0,No,No,No,Yes,No,Yes
1910,3451793,2,2,0,30,51,75,0,No,0,0.97,0.96,0,No,No,No,Yes,No,Yes
1911,3451911,6,8,0,11,18,26,0,No,0,0.91,0.95,0,No,No,No,Yes,No,Yes
1912,3451964,2,2,0,4,9,12,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1913,3452026,5,2,0,3,4,4,0,No,0,0.95,0.96,0,Yes,No,No,Yes,No,Yes
1914,3452046,0,2,0,1,1,1,0,No,0,0.98,0.96,0,No,No,Yes,Yes,No,Yes
1915,3452077,1,12,0,2,3,4,1,No,0,0.77,0.73,0,No,No,No,Yes,No,Yes
1916,3452084,2,12,0,3,5,8,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1917,3452148,0,12,0,0,0,0,0,No,0,0.48,0.48,0,Yes,No,No,Yes,No,Yes
1918,3452326,20,2,0,7,7,7,1,No,0,0.93,0.94,0,Yes,No,Yes,Yes,No,Yes
1919,3452376,1,4,0,2,2,2,2,No,0,0.96,0.89,0,No,No,No,Yes,No,Yes
1920,3452380,6,2,0,9,30,40,0,No,0,0.99,0.96,0,No,No,No,Yes,No,Yes
1921,3452608,-32,15,0,324,629,947,80,No,0,0.06,0.09,46,No,No,No,Yes,No,Yes
1922,3452618,2,8,0,5,10,22,0,No,0,0.95,0.77,0,No,No,No,Yes,No,Yes
1923,3452702,7,2,2,15,32,48,6,No,0,0.58,0.38,0,No,No,No,Yes,No,Yes
1924,3452703,7,8,0,22,63,117,0,No,0,0.48,0.36,0,No,No,No,Yes,No,Yes
1925,3452747,0,2,0,3,5,10,0,No,0,0.92,0.75,0,No,No,No,Yes,No,Yes
1926,3452782,0,2,0,0,0,4,0,No,0,0.96,0.9,0,No,No,No,Yes,No,Yes
1927,3453005,4,10,0,0,0,0,0,No,0,0.77,0.84,0,Yes,No,No,Yes,No,Yes
1928,3453226,-16,12,7,662,1329,1956,244,No,0,0.98,0.96,16,No,No,No,Yes,No,Yes
1929,3453553,0,8,0,4,5,5,1,No,0,0.67,0.42,0,No,No,Yes,Yes,No,Yes
1930,3453564,4,10,0,23,52,86,4,No,0,0.77,0.84,0,No,No,No,Yes,No,Yes
1931,3453608,5,8,0,14,22,36,0,No,0,0.96,0.97,0,No,No,No,Yes,No,Yes
1932,3453618,5,2,0,16,46,61,0,No,0,0.97,0.98,0,No,No,No,Yes,No,Yes
1933,3453635,21,2,0,0,0,0,0,No,0,0.83,0.85,0,No,No,No,Yes,No,Yes
1934,3454641,0,8,0,7,9,16,0,No,0,1,0.95,0,No,No,No,Yes,No,Yes
1935,3454751,0,2,0,0,0,0,1,No,0,0.99,0.98,0,No,No,No,Yes,No,Yes
1936,3454752,0,2,5,7,11,11,0,No,0,0.9,0.92,0,No,No,No,Yes,No,Yes
1937,3454878,13,2,0,2,2,2,0,No,0,0.21,0.34,0,No,No,No,Yes,No,Yes
1938,3454905,0,4,0,0,0,1,0,No,0,0.22,0.21,0,Yes,No,No,Yes,No,Yes
1939,3455670,0,12,0,1,1,1,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1940,3455744,0,2,0,0,0,0,1,No,0,0.23,0.19,0,No,No,No,Yes,No,Yes
1941,3455825,23,2,0,66,98,125,6,No,0,0,0,0,Yes,No,Yes,Yes,No,Yes
1942,3455832,20,4,0,25,36,36,0,No,0,0.73,0.78,0,Yes,No,No,Yes,No,Yes
1943,3455865,7,2,0,19,30,30,0,No,0,0.98,0.98,0,No,No,No,Yes,No,Yes
1944,3455888,-1,5,12,2,2,2,0,No,0,0.5,0.5,1,Yes,No,No,Yes,No,Yes
1945,3455999,3,8,0,0,0,0,1,No,0,0.35,0.36,0,No,No,No,Yes,No,Yes
1946,3456399,3,2,0,5,6,7,3,No,0,1,1,0,No,No,No,Yes,No,Yes
1947,3456407,12,2,0,110,287,399,0,No,0,0.41,0.59,0,No,No,No,Yes,No,Yes
1948,3456585,2,8,0,5,8,11,0,No,0,0.82,0.91,0,No,No,No,Yes,No,Yes
1949,3456644,9,2,0,47,85,142,11,No,0,0.84,0.87,0,No,No,Yes,Yes,No,Yes
1950,3456649,2,2,0,0,0,5,0,No,0,0.98,0.99,0,No,No,No,Yes,No,Yes
1951,3456685,0,12,0,27,43,49,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1952,3456768,4,12,0,2,7,9,1,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1953,3456848,1,2,0,9,10,11,0,No,0,0.98,0.99,0,No,No,No,Yes,No,Yes
1954,3456874,0,2,0,0,0,0,44,No,0,0.73,0.82,0,Yes,No,No,Yes,No,Yes
1955,3456992,2,8,0,5,6,10,0,No,0,1,0.92,0,No,No,No,Yes,No,Yes
1956,3456993,10,8,0,10,17,23,0,No,0,0.72,0.85,0,No,No,No,Yes,No,Yes
1957,3457180,1,8,0,11,46,77,6,No,0,0.87,0.82,0,No,No,No,Yes,No,Yes
1958,3457211,0,8,0,2,2,3,0,No,0,0,0,0,No,No,No,Yes,No,Yes
1959,3457244,0,12,2,4,8,16,0,No,0,0.73,0.79,0,No,No,Yes,Yes,No,Yes
1960,3457249,-1,8,0,61,117,179,41,No,0,0,0.22,1,No,No,No,Yes,No,Yes
1961,3457336,0,8,0,0,0,0,0,No,0,0.5,0.52,0,No,No,Yes,Yes,No,Yes
1962,3457450,9,2,0,9,20,41,1,No,0,1,0.99,0,No,No,No,Yes,No,Yes
1963,3457461,128,2,0,19,39,57,4,No,0,0.75,0.72,0,No,No,Yes,Yes,No,Yes
1964,3457789,-1,3,0,8,9,10,0,No,0,0.58,0.45,1,Yes,No,No,Yes,No,Yes
1965,3457790,4,2,0,8,10,10,0,No,0,0.98,0.99,0,No,No,No,Yes,No,Yes
1966,3458021,4,12,0,53,88,130,18,No,0,0.73,0.79,0,No,No,Yes,Yes,No,Yes
1967,3458056,4,2,0,7,7,9,1,No,0,0.04,0.08,0,No,No,No,Yes,No,Yes
1968,3458188,0,8,0,13,28,45,2,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1969,3458345,0,8,0,6,12,14,2,No,0,0.34,0.3,0,No,No,No,Yes,No,Yes
1970,3458500,0,2,0,37,74,87,0,No,0,0.97,0.95,0,No,No,No,Yes,No,Yes
1971,3458603,12,8,0,10,26,42,17,No,0,0.54,0.71,0,No,No,No,Yes,No,Yes
1972,3458621,1,8,0,0,3,4,2,No,0,0,0.33,0,No,No,No,Yes,No,Yes
1973,3458709,2,2,0,6,6,6,0,No,0,1,0.99,0,Yes,No,No,Yes,No,Yes
1974,3458833,3,2,10,23,64,88,2,No,0,0.98,0.99,0,No,No,No,Yes,No,Yes
1975,3459061,6,8,0,18,30,67,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1976,3459195,2,8,0,4,6,9,0,No,0,0.66,0.66,0,No,No,No,Yes,No,Yes
1977,3459261,1,9,0,1,1,2,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1978,3459459,2,2,0,3,7,12,0,No,0,0.79,0.87,0,No,No,No,Yes,No,Yes
1979,3459491,0,12,0,0,0,0,14,No,0,0.73,0.7,0,No,No,Yes,Yes,No,Yes
1980,3459492,-7,2,0,60,128,207,17,No,0,0.28,0.19,15,No,No,No,Yes,No,Yes
1981,3459567,1,,0,2,3,4,1,No,0,-99,-99,0,No,No,No,Yes,No,Yes
1982,3459570,1,8,0,6,7,9,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1983,3459645,0,2,0,0,0,2,0,No,0,0.82,0.81,0,No,No,Yes,Yes,No,Yes
1984,3459793,4,8,0,6,13,21,0,No,0,0.82,0.81,0,No,No,No,Yes,No,Yes
1985,3459878,0,12,0,4,8,11,4,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1986,3459918,24,2,0,30,69,112,0,No,0,0.85,0.84,0,No,No,No,Yes,No,Yes
1987,3459987,3,8,0,9,17,27,6,No,0,0.98,0.97,0,No,No,No,Yes,No,Yes
1988,3460021,39,8,0,94,197,292,29,No,0,0.99,0.94,0,No,No,No,Yes,No,Yes
1989,3460074,4,8,0,9,18,24,2,No,0,0.98,0.97,0,No,No,No,Yes,No,Yes
1990,3460103,8,8,0,10,23,29,6,No,0,0.99,0.98,0,No,No,No,Yes,No,Yes
1991,3460203,12,12,0,32,72,98,0,No,0,0.8,0.78,0,No,No,No,Yes,No,Yes
1992,3460354,0,8,0,12,19,22,1,No,0,0.37,0.34,0,No,No,No,Yes,No,Yes
1993,3460434,0,2,0,2,3,3,0,No,0,0.69,0.72,0,Yes,No,No,Yes,No,Yes
1994,3460436,0,12,0,1,2,3,0,No,0,0.57,0.68,0,No,No,No,Yes,No,Yes
1995,3460517,-5,8,0,138,283,447,44,No,0,0.02,0.12,12,No,No,Yes,Yes,No,Yes
1996,3460530,0,8,0,7,9,13,0,No,0,0.94,0.8,0,No,No,No,Yes,No,Yes
1997,3460596,9,2,0,8,14,14,2,No,0,1,1,0,No,No,No,Yes,No,Yes
1998,3460622,1,12,0,21,40,49,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1999,3461177,11,8,0,37,68,86,12,No,0,0.92,0.91,0,No,No,No,Yes,No,Yes
2000,3461725,3,12,0,67,163,232,33,No,0,0.57,0.68,0,No,No,Yes,Yes,No,Yes
2001,3461925,0,8,0,2,2,2,0,No,0,0.95,0.77,0,No,No,No,Yes,No,Yes
